Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            61.9171512050413471978823535677986962353938006401
 486    25  3^6.7.19.73.163.487.1459.2593.71119.87211.135433.139483.262657.97685839.272010961.16753783618801.1929717056\
            88577.3712990163251158343.10429407431911334611.918125051602568899753
 487     2  4871.820332199631383710976892723082581168416794420573016438739421249911820124345986449138573560238404788151\
            21709542915222280972560231358838127531337
 488    14  3.5.17.733.977.1709.3456749.37831175201.368140581013.667055378149.768614336404564651.2305843009213693951.48\
            89940029309876547089.9200725871078697500072796227876997617
 489    11  7.150287.704161.836191.110211473.355307401.27669118297.116539854237679.36230454570129675721.619079222361672\
            204943.911066556314339913468351173796888655666135594657
 490    16  3.11.31.43.71.127.281.491.1471.86171.122921.4363953127297.4432676798593.15162868758218274451.50647282035796\
            125885000330641.252359902034571016856214298851708529738525821631
 491     7  983.7707719.110097436327057.6976447052525718623.19970905118623195851890562673.37175426764397794737868766439\
            15388439.14797326616665978116353515926860025681383
 492    22  3^2.5.7.13.83.739.2953.10169.13367.165313.181549.3887047.12112549.43249589.164511353.802333429.8831418697.6\
            027043735173469.13194317913029593.177722253954175633.125965976976392564317
 493     7  233.1103.2089.131071.3616649.10353001.970596583005459173652432922101781006420152100417834935620226828285267\
            0198911141357299732185324536769414538999508070197039
 494    13  3.2731.8191.15809.174763.207481.524287.10049443.355011619.6459570124697.402004106269663.1282816117617265060\
            453496956212169.213379941663827592701819558102368170760508803
 495    19  7.23.31.73.89.151.199.631.881.991.3191.23311.153649.201961.599479.33057806959.2048568835297380486760231.334\
            202934764737951438594746151.6084777159537635796550536863741698483921
 496    15  3.5.17.257.5581.8681.8929.49477.290657.384773.715827883.2147483647.3770202641.1141629180401976895873.197107\
            422273014301919781414466039325387889623676342705850752210599969
 497     7  127.6959.228479.48544121.212885833.254461617383.77055796176109380127871879393737757404394338234201151402839\
            3021874470913652376022233958616983382625535943227047
 498    14  3^2.7.167.499.1163.2657.155377.1621324657.13455809771.9202419446683.57912614113275649087721.338809829056758\
            7377052016525627948593.8241594690167137359552274418432855740327
 499     3  20959.1998447222711143545931606352264121.390755046263918416783049349448058522804047317163856420502961523209\
            94438836806257083337312828162589099799400566633
 500    25  3.5^4.11.31.41.101.251.601.1801.4051.7001.8101.28001.96001.268501.3775501.229668251.269089806001.4710883168\
            879506001.47970133603445383501.94291866932171243501.5519485418336288303251
 501     5  7.2349023.25129004796912072003423103.79638304766856507377778616296087448490695649.1989505859257029116947959\
            49136325395391616590334589163147577781735447402953
 502     8  3.503.54217.238451.178230287214063289511.61676882198695257501367.12070396178249893039969681.505834572395185\
            4688505665428846313806490903121677364358901199128608233
 503     4  3213684984979279.12158987054135300783.1873030665061080894263.3578015615273839517503713362477762287722875800\
            84037416747290336593974702826921943012497755232377
 504    36  3^3.5.7^2.13.17.19.29.37.43.73.109.113.127.241.337.433.1009.1429.3361.5419.14449.21169.38737.92737.649657.2\
            627857.15790321.269389009.40388473189.77158673929.88959882481.118750098349.1475204679190128571777
 505     5  31.7432339208719.341117531003194129.1906785849099933631.698963720154843264243253784220387078257259218502563\
            908013880224534654264461065235983821688087336215521
 506    16  3.23^2.47.89.683.4049.85009.178481.2796203.31797547.4103188409.81776791273.199957736328435366769577.4466771\
            1762797798403039426178361.2822551529460330847604262086149015242689
 507     8  7.79.4057.8191.121369.6740339310641.3340762283952395329506327023033.834268084109306301435953263180343365666\
            9591074421858694040109486076573471951766107416262860801
 508    12  3.5.509.18797.26417.72118729.140385293.2792688414613.8988357880501.90133566917913517709497.5671372782015641\
            0577229101238628035243.170141183460469231731687303715884105727
 509     4  12619129.19089479845124902223.647125715643884876759057.1075116828802214602625995609234434515968116784628185\
            2853736470411971627982051345994439553634116438524169
 510    23  3^2.7.11.31.103.151.307.331.2143.2857.6529.11119.12241.43691.106591.131071.949111.418562986357561.952097280\
            6333758431.26831423036065352611.51366149455494753931.5702451577639775545838643151
 511     7  127.439.2298041.15212471.9361973132609.144780974187086260903935034761413745643636578290924150417.2537599745\
            025519134156761164267591913521835535529224725592538658153
 512    13  3.5.17.257.641.65537.274177.6700417.67280421310721.1238926361552897.59649589127497217.570468920068512905472\
            1.93461639715357977769163558199606896584051237541638188580280321
 513    13  7.73.32377.57457.262657.524287.1212847.93507247.35473416481.121323854647.2237717449946593.30426456347925413\
            12037847.61641347592475860688686002670152525762503468748858717047
 514     7  3.37239639534523.535006138814359.518144156602508243009.1155685395246619182673033.37455059850181093658177663\
            0096313181393.4000659204579114753312310878847043394855313
 515     7  31.1031.989831.2550183799.3976656429941438590393.960954217134424245898328814050043401.347915763440394715608\
            132793485938330295552666256070916974339749248185891333591
 516    21  3^2.5.7.13.173.431.1033.9719.17029.46957.101653.500177.2099863.1591582393.1759217765581.2932031007403.15686\
            603697451.96758771543686753.5951631966296685834686149.11053036065049294753459639
 517    11  23.89.2351.4513.82721.13264529.387348809.1292800939332382943.270374114136830957955241.263028957291795723657\
            68002599674239.5055472900700718446998992178766514487953008646383
 518    11  3.43.127.223.1777.25781083.616318177.2499285769.1456235596904319041738812533139.107636344217840413139193500\
            838915409.21234370960880098806027750185552713706866970578963970119
 519     7  7.1039.730753.1505447.70084436712553223.155285743288572277679887.197090146431155602193972646715771255052640\
            32974428376489237001990435774189483906244488746953221813209
 520    28  3.5^2.11.17.31.41.53.131.157.521.1613.2731.8191.42641.51481.61681.409891.858001.5746001.7623851.34110701.30\
            8761441.2400573761.65427463921.108140989558681.145295143558111.173308343918874810521923841
 521     1  68647976601306097149819007990813932172694353001433054093944634591855431833976560521225596406614545549772963\
            11391480858037121987999716643812574028291115057151
 522    19  3^3.7.19.59.73.233.523.1103.2089.4177.3033169.6929826139.9857737155463.96076791871613611.345341290183269055\
            3.33563856450515702761.328017025014102923449988663752960080886511412965881
 523     2  160188778313202118610543685368878688932828701136501444932217468039063.1714176918612491981283170965343221164\
            76165056718630345094896620367860006486977101859504089
 524    13  3.5.263.1049.4744297.269665073.642811237.2745098189.810791440841.12450751815271172041.308544695409769427309.
            182331128681207781784391813611.10350794431055162386718619237468234569
 525    22  7^2.31.71.127.151.337.601.1801.4201.7351.29191.39551.100801.106681.122921.152041.10567201.60816001.18116595\
            1.535347624791488552837151.325985508875527587669607097222667557116221139090131514801
 526     9  3.1579.23671.92051.13572264529177.29261114397558193.120226360536848498024035943.383725126655170964501315730\
            676446647.1161625406204540347970098063703363946902736086742697099
 527     5  131071.2147483647.13306086595097866632236752730067629415649399.50061214622509969230528187280149191683596667\
            776057.2343254763791128850444156587107279568075476376903297
 528    30  3^2.5.7.13.17.23.67.89.97.241.257.353.397.673.683.2113.7393.20857.229153.312709.599479.4327489.119782433.17\
            61345169.2931542417.43872038849.98618273953.16875081675650881.86945388997210442828259494992321
 529     6  47.178481.54999142147740840245669969.347916608026315949237260151.911490172226638362980757433221725894409286\
            8367.1201143211548122610156499073546827568174014812959988601
 530    13  3.11.31.107.6361.69431.20394401.29324808311.28059810762433.197748738449921.593783678966863030035641.3661411\
            0124735294634435619027766763481.1007715965875748226745472989687556259131
 531    13  7.73.1063.179951.184081.288236359.27989941729.196629322303.3203431780337.15888898944343.9213624084535989031.
            8099559410464120708848563721343.64835086810126708428197417798336316991
 532    19  3.5.29.43.113.127.229.457.1597.2129.4523.174763.524287.525313.126848469231149.679253585011429.1067882904438\
            48295284382097033.449329386292232535250647435097.163537220852725398851434325720959
 533     6  8191.13367.166297.164511353.744487658617.126089529245518639659923604789156564908918273180688151123417612993\
            45519816732865095518014457919111246360424125987663964268856399
 534    13  3^2.7.179.3739.4273.62020897.78903841.28753302853087.18584774046020617.618970019642690137449562111.24124332\
            437713924084267316537353.7993364465170792998716337691033251350895453313
 535     8  31.12841.95231.879622391.331343920853356078376431.162259276829213363391578010288127.23718232032401560617445\
            166686464799001.2645097367401796494779071821252585360713370368201
 536    15  3.5.17.269.75041.7327657.15152453.42875177.193707721.2559066073.761838257287.6713103182899.9739278030221.33\
            3808138537249.1113767094422199900605896348724787045161997478687751948513969
 537     8  7.359.1433.4297.16111.196543.1489459109360039866456940197095433721664951999121.6164459101748710901128556013\
            786838840078806747851589150894064812504833580853956389332526997199
 538     5  3.13822297.424255915796187428893811.745280352191786358209397071708329198285057832384965565161.6862598850481\
            1774259364670661552948915363901845035416371912463477873783063
 539     7  23.89.127.4432676798593.581283643249112959.234341789260493933662402728271919.114641586788314195553075660616\
            44085062421769697020398649986313091766942851904723145020010938191
 540    40  3^4.5^2.7.11.13.19.31.37.41.61.73.109.151.181.271.331.541.631.811.1321.15121.23311.30241.49681.54001.87211.
            246241.262657.279073.348031.18837001.29247661.49971617830801.165041853060421.385838642647891.16624293547175\
            4241
 541     5  4312790327.6115209994009.77146448294831869472151022106713.904106555381898703253733254107256591.391311291183\
            5820709255943886069525362580351752909309688547154382752707879
 542     7  3.1627.15242475217.115417966565804897.4635260015873357770993.1453023029482044854944519555964740294049.24892\
            7757868131890277330541567820045256364273970773286542188386932989391
 543     8  7.1087.43441.1164193.7648337.7923871097285295625344647665764672671.5349553853195925112274191758725760250633\
            51.2307880312514050317434773233753379487634082230810808744501836223
 544    19  3.5.17^2.137.257.953.5441.26317.43691.65537.131071.354689.383521.2368179743873.2879347902817.37320072247079\
            9764577.335631827046798245410603730138717057.63406006407727721042109834220642811713
 545     9  31.3271.213641.745988807.18109412991311.2511696210834096991.870035986098720987332873.7647513170903349335637\
            401.23548299583428753078153276336578257655370097978102396602253308281
 546    25  3^2.7^2.43.79.127.337.547.911.2731.5419.8191.121369.224771.1210483.22366891.108749551.112901153.23140471537.
            25829691707.105310750819.4093204977277417.86977595801949844993.292653113147157205779127526827
 547     4  5471.172720604638150729.157552196128597543991.3094370432032805355177230433270065636934209000089709476056046\
            201975893944504526523646181882472019182454441940262575164313583
 548    12  3.5.1097.15619.189061.168434085820849.32127963626435681.105498212027592977.32032215596496435569.54390421836\
            00204290159.206875670104957744917147613.921525707911840587390617330886362701
 549     9  7.73.367.38431.55633.1386525709821079.2305843009213693951.37201708625305146303973352041.3864078500391416184\
            7393041706513240920778826121806619738430718567496016974391844765260849
 550    19  3.11^2.23.31.89.251.601.683.881.1801.2971.3191.4051.201961.48912491.382027665134363932751.40748914773548868\
            15033308087379995347151.1657154808755021818820630633083400618861135574408955395309601
 551     8  233.1103.2089.4409.14327.27551.524287.150472079072837852235678572645669420090576389905731414563925681065772\
            56738933540911210280244101118007417805328040232877487303293567630046047
 552    22  3^2.5.7.13.17.47.139.241.277.1013.1657.30269.178481.2796203.168749965921.5415624023749.10052678938039.70334\
            392823809.5770338946481798744593.291280009243618888211558641.17631969887860014158574508770817
 553     6  127.2687.202029703.1113491139767.166153042787383.2311564013722765106562693324070664787462722331606243819658\
            098082763568979086228833561077816432762779405410319245179999205262073
 554     6  3.1121297.25792643401363.31133636305610209482201109050392404721.6955979459776540052280934851589652278783.31\
            38280009399679017344631051542622769205877134953845128202334345822857
 555    12  7.31.151.223.27751.321679.26295457.319020217.616318177.1587855697992791.7248808599285760001152755641.303824\
            73782337070766706891765775546594587147791566105506524244468947713551683592001
 556    12  3.5.557.1408349.4506937.15736774913.492717674609.5625767248687.12763660054721.12387613220520833576227842360\
            1.51542639524661795300074174250365699.1251163891299967635860272509229764287909
 557     5  3343.21993703.4565508951414453792719.22053236096920219270632521586535711.6372521752010044609101921331611480\
            0470054259870518161822841838235099774015887061706672583915057828311
 558    20  3^3.7.19.73.16183.26227.34039.1437967.529510939.715827883.2147483647.2903110321.119232435043.85384915399027.
            833732508401263.658812288653553079.2034439836951867299888617.6444365376140611199022187
 559     7  431.8191.9719.2099863.3180000071.9215285895065526291256518741915902569.893727031418219528215703263500245746\
            111426327976710088873802347504988954469046303695621351442273545673249
 560    28  3.5^2.11.17.29.31.41.43.71.113.127.257.281.4481.5153.61681.86171.122921.557761.736961.7416361.15790321.4739\
            2381.4278255361.54410972897.84179842077657862011867889681.3421249381705368039830334190046211225116161
 561    13  7.23.89.103.2143.11119.131071.146983.599479.707983.2009643799642447.103267081674384386099885005627895066649\
            1537.12648384035384787780871703134944437615763117128688347014641503430279486998671
 562     6  3.563.80929.5203536083.442079688503172860176607217752424068059658864615965341384647107224486419.48009215293\
            052652841860443273079338843737271906291675944391068955229998769420319
 563     3  2815747080256641401887817.13299213974872825932452460424235657.806246686530274231554002548822879844631710799\
            886320977786718630531739958469131883287342678637275814925394111503
 564    24  3^2.5.7.13.283.1129.2351.3761.4513.5641.1681003.1768141.13264529.54865357.4375578271.7484047069.35273039401.
            111349165273.165768537521.180846660913.140737471578113.646675035253258729.270097268484167653999069
 565     9  31.3391.23279.65993.1868569.1066818132868207.185318160171793066961.29444549303703754611026537050435001.6875\
            0119162808671470205692247838042160149735698258312826959903010625527023050151
 566     9  3.1699.9623.62827.2486265371.68492481833.67535788803713.289032286755051820954283562071395404701830115983581\
            457.23579543011798993222850893929565870383844167873851502677311057483194673
 567    14  7^2.73.127.337.2593.71119.92737.262657.649657.1560007.97685839.207617485544258392970753527.3417579232010506\
            4276509600649933535697253970335472049142780400956425111741139140798213387072831489
 568    16  3.5.17.569.2273.228479.1433633.48544121.56409643.148587949.212885833.4999465853.5585522857.472287102421.139\
            52598148481.561089862628529469701880307617682175171538701774485416358584106265670728689
 569     5  15854617.55470673.182602768015690099110572536951.110582329556343704552404016904356632250881.108806602929626\
            417274819133540757472113515266666479405303620102624927964940643869698641
 570    22  3^2.7.11.31.151.191.331.571.2281.32377.174763.524287.1101811.1212847.160465489.420778751.30327152671.301134\
            7479614249131.1491477035689218775711.25349242986637720573561.15653990705896313547269237220041169361
 571     4  5711.27409.6969336604531667168509871230100794095801832527002849548226132675916172927.7084851186360580941633\
            572744569751943590093912197024061201633650193388126309578906138706239
 572    25  3.5.23.53.89.157.397.683.1613.2003.2113.2731.8191.25741.724153.958673.3426853.9467173.6156182033.1042528544\
            3.158822951431.15500487753323.4170165570896115649.5782172113400990737.661521349351105339668937661297
 573     8  7.383.32788207.7068569257.39940132241.332584516519201.87274497124602996457.42918312276547739963203233515530\
            679548769012405746813903417913563204180538169978298970944021468625193389497
 574    13  3.43.83.127.1723.13367.164511353.8831418697.17137716527.84413238703660609.4336790831080504259.4169136946773\
            000713270790657459827.51954390877748655744256192963206220919272895548843817842228913
 575    11  31.47.601.1151.1801.14951.178481.4036961.13220653410551.2646507710984041.1807513613670363420187696951940701\
            85090225685928190920506935609998597222187109654580729885719636966832199192789659801
 576    33  3^3.5.7.13.17.19.37.73.97.109.193.241.257.433.577.641.673.1153.3457.6337.38737.65537.816769.6700417.2225337\
            7.38941695937.278452876033.487824887233.18446744069414584321.1562985901350085709953.14223467389758536447939\
            16289
 577     3  3463.132305774316967.10796331417728928524507134646623297641192171004643626182905263620279110125650691429963\
            96993157133020422681868025602819574600599624729277860300320636162145551
 578    12  3.43691.72251.79187.131071.1077971.12761663.18360250452977.197766803208315851.179058312604392742511009.3388\
            58733065598401355195539629373089.3320934994356628805321733520790947608989420068445023
 579     5  7.13821503.61654440233248340616559.14732265321145317331353282383.225154321122254166927308800572249221743312\
            79583123112381686532545779094349645216289214782907481695324873634290036151
 580    21  3.5^2.11.31.41.59.233.1103.2089.17401.168781.3033169.7553921.107367629.536903681.244716883381.3902095192430\
            070721.999802854724715300883845411.12004541501954811085302214141.2679895157783862814690027494144991
 581     7  127.167.798037199.175908273685537.57912614113275649087721.15444711420006203351165170879848557117713.2971973\
            409500325953167938550558277137022719033111954012803581886623047449962315856161
 582    17  3^2.7.971.1553.11447.25609.31817.272959.2065304407.5434876633.5636963037465601.581546606903256979.110087601\
            8364883721.99695503427255026561.13842607235828485645766393.1170711644777651877659556633665719
 583     9  23.89.6361.69431.755569.20394401.65780528969.106077807287.3256745582372138430093986403732068115234813183642\
            07856820688899521108980300567959203223587876391251739969658077488747289524075713
 584    14  3.5.17.293.439.1753.9929.2298041.9361973132609.649301712182209.1795918038741070627.19602880710043505617.944\
            4732965601851473921.23877558370585153535255125267231814835993843079185883107034076803873
 585    19  7.31.73.79.151.631.937.6553.8191.23311.86113.121369.2400314671.7830118297.145295143558111.33917500311757335\
            1.255375215316698521591.134304196845099262572814573351.2728334536034592865339299805712535332071
 586     8  3.587.26371.33403.40122362455616221971122353.13453890779540632945331892129844577.76255189310141016601939028\
            3047520363896913.396645227028138890415611220710757921643910743103031701971222447
 587     6  554129.2926783.39483330766889.73208283304744901303.3728298863422039632638351.289815312657004364749086686057\
            64037292283479533071482196860868875487797459833848867410473799526014756969233
 588    26  3^2.5.7^3.13.29.43.113.127.197.337.1429.5419.14449.540961.748819.19707683773.4363953127297.4432676798593.49\
            81857697937.26032885845392093851.40544859693521152369.2741672362528725535068727.17059410504738323992180849
 589     6  524287.18083479.36064471.2147483647.2023706519999643990585239115064336980154410119.136351339297819113573601\
            8344773125784835722102211913963639355051056896705852735103386975412732016027769
 590    16  3.11.31.2833.4721.37171.132751.179951.5794391.128818831.1824726041.3812358161.3203431780337.452824604065751.
            4410975230650827973711.10038903777149910946126741017108754570611942191560591325431728188591011
 591     7  7.7487.407791.50070703.304292056417.26828803997912886929710867041891989490486893845712448833.92770161103539\
            2243771813127127397103891685719848882103485113848962936182860818392833900833911
 592    15  3.5.17.149.223.257.593.1777.80513.25781083.184481113.231769777.616318177.2098893665744058648615126425661022\
            2593863921.6152896135288560374679945371974689688835168151742564408104565373600581564260451457
 593     4  104369.3061144307110551703729.4027016481761119763553952463965455549881.251969918733768406668777533548208546\
            90700634889106188923103670773691217227808851569395431001182974969907991345111
 594    26  3^4.7.19.23.67.73.89.199.683.5347.20857.23761.87211.153649.262657.599479.694387.8950393.33057806959.6215074\
            747201.242099935645987.14973866897175265228063698945547.170886618823141738081830950807292771648313599433
 595    14  31.71.127.239.20231.34511.122921.131071.199921.62983048367.131105292137.69935987114957671.95209728063337584\
            31.156976201468970642065664316120765286713599373793130986508130654226034754720680193933255191
 596    13  3.5.1193.1789.650833.38369587.12961064789.14641916303149.86656268566282183151.8235109336690846723986161.798\
            4559573504259856359124657.27243386602395588437243602121.11011808951971745915313242336927641
 597     6  7.5066143.164504919713.1445406523039.4884164093883941177660049098586324302977543600799.12594263620775680997\
            944097572742389790271497163187368770416979751640789800959731481964821194789929847
 598    15  3.47.599.2393.2731.8191.178481.2796203.9341359.14718679249.834490119087067.13444476836590589479.51441563151\
            591093599.260242449712509916159.22263485343435683412693923533443917032613157943146077977190561
 599     3  16659379034607403556537.148296291984475077955727317447564721950969097.8398047009001231954734680924979017504\
            22530587828620063507554515144683510250490874819119570309824866293030799718783
 600    37  3^2.5^3.7.11.13.17.31.41.61.101.151.241.251.331.401.601.1201.1321.1801.4051.8101.61681.63901.100801.268501.
            340801.2787601.10567201.13334701.1182468601.3173389601.4562284561.1133836730401.146150303112747782509997936\
            9543473122548042956801
 601     4  3607.64863527.643390760896826272806925563059612685509039265031067456849993.55132269643416861808940702349402\
            264919915041547757633769331818430511033108848146620408728664776308505356579463
 602    12  3.43^2.127.431.9719.490631.2099863.2932031007403.365505823711978039310711.203369524913727324581005538428857\
            84919705927999.250496677636134194455624482113419891241717626649461375803326671768162580233
 603     9  7.73.1609.22111.193707721.761838257287.87449423397425857942678833145441.64816872177440951137811615141089867\
            3195879.218296778680424803757800688187260042629442091157587489529855230993806344506271
 604    12  3.5.18121.55871.165799.2332951.18717738334417.4373689270176379261201.130530323901899210670077.7289088383388\
            253664437433.50834050824100779677306460621499.2854495385411919762116496381035264358442074113
 605    11  23.31.89.727.881.3191.3631.201961.143448045841.1786393878363164227858270210279.5448351236315742026827470749\
            290138552538510376598571254569437566703575251869691806410089694456327608528590739813981151
 606    10  3^2.7.607.112102729.7432339208719.341117531003194129.845100400152152934331135470251.19112684214957755703306\
            290219340140859813072336321619.1512768222413735255864403005264105839324374778520631853993
 607     1  53113799281676709868958820655246862732959311772703192319944413820040355986085224273916250226522928566888932\
            9486246501015346579337652707239409519978766587351943831270835393219031728127
 608    22  3.5.17.229.257.457.1217.27361.65537.148961.174763.524287.525313.7798338113.179781388993.24517014940753.8488\
            5296460737.643966863870017.27362254540091201.69394460463940481.237157827243967596481.11699557817717358904481
 609    14  7^2.127.233.337.1103.2089.4177.136417.121793911.9857737155463.11348055580883272011090856053175361113.151091\
            65329245515231985834925494692879.16086815316499827472365485208334357981931315800699584898530365449
 610    14  3.11.31.1831.2441.4271.270841.331841.484074637694471.768614336404564651.2305843009213693951.313475592320751\
            26851.364371848053973128400380293624417256758401.247054336699552168887961800292921715571154497761
 611     7  1223.2351.4513.8191.13264529.1609655415875897360904371080437164611501156560743.3744736435870999956010796884\
            744886554946884079838024011697262620272142353192253445173330785999599327809826959361039
 612    36  3^3.5.7.13.19.37.73.103.109.137.307.409.613.919.953.2143.2857.3061.6529.11119.13669.26317.43691.123931.1310\
            71.2582029.4260133.318194713.1326700741.26159806891.27439122228481.12458723489217613.238495197879143209.755\
            82488424179347083438319
 613     3  44599476833089207.332817722770314187794325446534549089.2290082526100134480992198124951512750039139339635155\
            094272008280546850886939008711730865851616722892614369047154769105713048457413017
 614    10  3.14608903.85798519.1249678499.23487583303.78952752017.4315199443523.210708825063558235331.7649015092339568\
            4178472404003401860286655314439889.112177476474470525577861298937835338545723093134076373561
 615    15  7.31.151.1231.13367.49201.2940521.3887047.164511353.70171342151.92757531554705041.177722253954175633.342700\
            7094604641668368081.3655725065508797181674078959681.188089893911024068187126343999359519615500901401
 616    26  3.5.17.23.29.43.89.113.127.353.397.617.683.2113.8317.13553.78233.15790321.869467061.2931542417.3019242689.3\
            5532364099.74153335873.76096559910757.581283643249112959.18679350233173280485198118655253377126535382067374\
            78396129
 617     4  59233.68954123297.157751978115225385495647532421006478127229405644601.8441284558692203904329647194935146184\
            02640004425573909495498148095803754815792818296643067760548829906291314807571121271
 618    16  3^2.7.619.2473.15451.89620507.2550183799.415141630193.2400744384937.98277023988499.68545852036177507.814276\
            7081771726171.1953272766780718501831.3976656429941438590393.7521737478732572053581227840017636545169
 619     4  110183.710820995447.109378681671075297195692480234213908123642560192251038455204252439.25395676807316421450\
            1297023118206917309861082669993582450697816383242451115365529071170420452455686291833
 620    27  3.5^2.11.31^2.41.311.5581.8681.11161.11471.37201.49477.73471.87421.384773.52597081.715827883.2147483647.464\
            9919401.8973817381.18158209813151.5947603221397891.29126056043168521.24865899693834809641.57805828745692758\
            010628581
 621    13  7.47.73.79903.178481.262657.624456487.634569679.2232578641663.10052678938039.42166482463639.93747988411543.
            2751471927250675803997960029212747063792197831435631743363158238779139269787256021849179673077249
 622     6  3.64067.5344847.2647649373910205158468946067671.294803681348959296477194164064643062187559537539328375831.2\
            1705660634091537009057064062426347801694097690583490415257025927428956675122988820368249
 623     5  127.74383430474532481.618970019642690137449562111.74716964067758844321661890925503011337830328521.796743525\
            22894354312422878450005263712074523824062110745148651289621350880376099320960953476231
 624    30  3^2.5.7.13^2.17.53.79.97.157.241.257.313.673.1249.1613.2731.3121.4993.8191.21841.94849.121369.858001.223668\
            91.308761441.78919881726271091143763623681.84159375948762099254554456081.1330632041820590931994060530901902\
            4034703545187073
 625     9  31.601.1801.269089806001.1277297679372570001.4710883168879506001.573759820507018639639785001.18152902839291\
            497575027462639977160832701118299213751.246053469753590746981511859818675718355368494592178751
 626     6  3.10960009.14787970697180273.3857194764289141165278097.26693012026551688286164949958620483258358551879.5562\
            466239377370006237035693149875298444543026970449921737087520370363869220418099018130434731
 627    15  7.23.89.11287.32377.524287.599479.1212847.12471031.89856878697433.94803416684681.1512348937147247.534695054\
            1323960232319657.8778523027466598416204656058467252273.36997287511549004440599388408744754230660993087
 628    14  3.5.15073.2350291.852133201.2790467761.60726444167.1654058017289.2134387368610417.5941035366826969.17751783\
            757817897.96833299198971305921.2203942033439148343973.182687704666362864775461208552445184771578920961
 629     6  223.131071.616318177.45470534643405479586527115047619453123209.20529681526516856775616404756736009744724710\
            9142889252157111.13247640898191993635882333868183025107726815859285731487950046819912806129
 630    36  3^3.7^2.11.19.31.43.71.73.127.151.211.281.331.337.631.5419.23311.29191.86171.92737.106681.122921.152041.649\
            657.664441.870031.983431.1564921.1765891.18837001.77158673929.29728307155963706810228435378401.112477025996\
            76505481447137991664348691
 631     3  333628015107245479.474640860193534882628078580680807822523991.562729431451716064160419742727799672373772451\
            35400982739236727888151415549771970573866251017208467153984404288129453336803370700223
 632    13  3.5.17.317.2687.504337.994769.202029703.1113491139767.381364611866507317969.201487636602438195784363.604462\
            909806215075725313.15652605325219818652993083172107461429783643502979960839389487552451781198261880337
 633     9  7.15193.2399291551.17689153588009.60272956433838849161.60560850681938908875991.9970146666059203361408046051\
            199.3593875704495823757388199894268773153439.60377696324322249075824028749967823864613982859609
 634     8  3.9511.326330579.491981122308467411.587492521482839879.4868122671322098041565641.98156392317556866050313174\
            40031161584572466128599.554346309198841189738200247725749800421156685578702545439230498849139
 635     5  31.5081.170141183460469231731687303715884105727.83615338235826681881707602454578099792649940383635851698961.
            63626928336138914713603440277176215194452396338124718954401705399214689850512979539135751
 636    23  3^2.5.7.13.107.6043.6361.6679.10177.69431.207973.13960201.15358129.20394401.540701761.586477649.22989027592\
            9.28059810762433.1801439824104653.30007459254393181618012897.4475130366518102084427698737.79718620048671033\
            03293462593
 637    14  127.911.3823.8191.15289.112901153.23140471537.31945881241.4432676798593.153925026222241.8573192048327176271.
            6044274266901603399200353.153472677405951306470238401460959.22734546382983841003979491437223900758487279
 638    17  3.23.59.89.233.683.1103.2089.18503.64439.3033169.84819793631.121333341977.169523514238420211.25925516494438\
            382632167017.5461859373498087771053790065009.96093220390955542682771074848432002182622501522817009542750297\
            93
 639    13  7.73.1279.66457.228479.48544121.212885833.2849881972114740679.4205268574191396793.84462210560148142953097.1\
            329628131546931497103420134367.28435302301212461494420074814087.581211581673454706767349073071710126567
 640    24  3.5^2.11.17.31.41.257.641.61681.65537.274177.286721.414721.3602561.6700417.446960641.4278255361.96645260801.
            44479210368001.67280421310721.3442404051886487041.94455684953484563055991838558081.271586200593140659941957\
            5483412481
 641     6  35897.49999.1173835097.2401258891949526685926151441.7452763007344406062263869243122131756779031827973348540\
            64486587296999.2420161564200739329410254310444778820196576654139080232429544162649795567983079
 642    12  3^2.7.643.154723.20636399209.17866285599391.480625710015394052365153.5718761969788697451457489.841157474490\
            47881488635567801.162259276829213363391578010288127.210516800089955301807292488792588188869650399862249
 643     3  3189281.22532429052605670225026391054393428833168207234802434915090881303620353.507909591297683949138862971\
            271266635431758872031092542127980551589004038646657157217329569167343063743426799521984799
 644    26  3.5.29.43.47.113.127.277.1013.1289.1657.1933.3221.30269.169373.178481.298817.2796203.3188767.209160253.4507\
            6044553.115927640417.14808607715315782481.179351574736387915177.27037028118448801270021.8103467492759792327\
            149800361564410265219
 645    16  7.31.151.431.1721.9719.46441.2099863.731516431.4175568751.514851898711.1728221461577944661374351.1105303606\
            5049294753459639.83212524822005103181053031.297927289744047764444862191.85101314055901360919486152553678761\
            21
 646    13  3.647.7753.43691.131071.174763.524287.17795830908608814443.39044358788825633753.3211586054639813621611.6319\
            957642033539607139.2065255878519475622261353.1269639828454588763972435091645259869185718465075550865591017
 647     3  303303806129303896428103.11502383762931955619183430785983.1673946143362556222878929745635620622795154509391\
